       Probe             0             1             2             3             4             5             6             7             8
  4.23374e-05        101000        101000        605790        603241        600636        598300        595772        596009        598209
  4.23401e-05        101000        101000        605778        603232        600628        598292        595764        596001        598201
  4.23428e-05        101000        101000        605766        603223        600620        598283        595755        595992        598193
  4.23456e-05        101000        101000        605754        603214        600612        598275        595747        595984        598185
  4.23483e-05        101000        101000        605742        603205        600604        598267        595739        595976        598177
  4.23511e-05        101000        101000        605730        603196        600596        598258        595731        595967        598169
  4.23538e-05        101000        101000        605719        603187        600589        598250        595722        595959        598161
  4.23565e-05        101000        101000        605707        603177        600581        598241        595714        595951        598154
  4.23592e-05        101000        101000        605695        603168        600573        598233        595706        595943        598146
   4.2362e-05        101000        101000        605684        603159        600565        598225        595698        595934        598138
  4.23647e-05        101000        101000        605672        603150        600557        598216        595689        595926        598130
  4.23674e-05        101000        101000        605660        603141        600549        598208        595681        595918        598122
  4.23702e-05        101000        101000        605649        603132        600541        598199        595673        595909        598114
  4.23729e-05        101000        101000        605637        603123        600533        598191        595665        595901        598106
  4.23757e-05        101000        101000        605626        603114        600525        598182        595656        595892        598098
  4.23784e-05        101000        101000        605614        603105        600518        598174        595648        595884        598090
  4.23812e-05        101000        101000        605602        603095        600510        598165        595640        595876        598082
  4.23839e-05        101000        101000        605591        603086        600502        598157        595631        595867        598075
  4.23867e-05        101000        101000        605580        603077        600494        598148        595623        595859        598067
  4.23894e-05        101000        101000        605568        603068        600486        598140        595615        595850        598059
  4.23922e-05        101000        101000        605557        603059        600478        598131        595606        595842        598051
  4.23949e-05        101000        101000        605545        603050        600470        598123        595598        595834        598043
  4.23977e-05        101000        101000        605534        603041        600462        598114        595590        595825        598035
  4.24004e-05        101000        101000        605523        603032        600454        598106        595581        595817        598027
  4.24032e-05        101000        101000        605511        603023        600447        598097        595573        595809        598019
  4.24059e-05        101000        101000        605500        603014        600439        598088        595565        595800        598011
  4.24087e-05        101000        101000        605489        603004        600431        598080        595556        595792        598003
  4.24114e-05        101000        101000        605478        602995        600423        598071        595548        595783        597995
  4.24141e-05        101000        101000        605467        602986        600415        598063        595540        595775        597987
  4.24169e-05        101000        101000        605456        602977        600408        598054        595532        595767        597979
  4.24196e-05        101000        101000        605445        602968        600400        598046        595523        595758        597971
  4.24223e-05        101000        101000        605434        602959        600392        598037        595515        595750        597963
  4.24251e-05        101000        101000        605423        602950        600384        598029        595507        595742        597955
  4.24278e-05        101000        101000        605412        602941        600377        598020        595498        595733        597947
  4.24305e-05        101000        101000        605401        602932        600369        598012        595490        595725        597940
  4.24333e-05        101000        101000        605390        602923        600361        598003        595482        595717        597932
   4.2436e-05        101000        101000        605379        602914        600353        597994        595474        595708        597924
  4.24387e-05        101000        101000        605368        602905        600346        597986        595465        595700        597916
  4.24415e-05        101000        101000        605357        602896        600338        597977        595457        595692        597908
  4.24442e-05        101000        101000        605347        602888        600330        597969        595449        595683        597900
  4.24469e-05        101000        101000        605336        602879        600322        597960        595440        595675        597892
  4.24497e-05        101000        101000        605325        602870        600315        597951        595432        595667        597884
  4.24524e-05        101000        101000        605314        602861        600307        597943        595424        595658        597876
  4.24552e-05        101000        101000        605304        602852        600299        597934        595415        595650        597868
  4.24579e-05        101000        101000        605293        602843        600292        597926        595407        595641        597860
  4.24606e-05        101000        101000        605282        602834        600284        597917        595399        595633        597852
  4.24634e-05        101000        101000        605272        602825        600276        597908        595390        595625        597844
  4.24661e-05        101000        101000        605261        602816        600268        597900        595382        595616        597836
  4.24689e-05        101000        101000        605250        602807        600261        597891        595374        595608        597828
  4.24716e-05        101000        101000        605240        602798        600253        597882        595365        595599        597820
  4.24744e-05        101000        101000        605229        602789        600245        597873        595357        595591        597812
  4.24772e-05        101000        101000        605218        602780        600238        597865        595349        595582        597804
  4.24799e-05        101000        101000        605208        602770        600230        597856        595340        595574        597795
  4.24827e-05        101000        101000        605197        602761        600222        597847        595332        595565        597787
  4.24855e-05        101000        101000        605186        602752        600214        597838        595323        595557        597779
  4.24883e-05        101000        101000        605176        602743        600207        597829        595315        595548        597771
   4.2491e-05        101000        101000        605165        602734        600199        597821        595306        595540        597763
  4.24938e-05        101000        101000        605155        602725        600191        597812        595298        595531        597755
  4.24966e-05        101000        101000        605144        602716        600183        597803        595289        595523        597747
  4.24993e-05        101000        101000        605134        602707        600176        597794        595281        595514        597739
  4.25021e-05        101000        101000        605123        602698        600168        597785        595273        595506        597730
  4.25049e-05        101000        101000        605113        602689        600160        597776        595264        595497        597722
  4.25077e-05        101000        101000        605103        602680        600153        597767        595256        595489        597714
  4.25105e-05        101000        101000        605092        602671        600145        597759        595247        595480        597706
  4.25133e-05        101000        101000        605082        602662        600137        597750        595238        595472        597698
  4.25161e-05        101000        101000        605071        602653        600129        597741        595230        595463        597689
  4.25189e-05        101000        101000        605061        602644        600122        597732        595221        595454        597681
  4.25217e-05        101000        101000        605050        602634        600114        597722        595213        595446        597673
  4.25246e-05        101000        101000        605039        602625        600106        597713        595204        595437        597664
  4.25274e-05        101000        101000        605029        602616        600098        597704        595195        595428        597656
  4.25303e-05        101000        101000        605018        602607        600090        597695        595187        595419        597648
  4.25331e-05        101000        101000        605008        602597        600082        597686        595178        595411        597639
   4.2536e-05        101000        101000        604997        602588        600075        597677        595169        595402        597631
  4.25389e-05        101000        101000        604987        602579        600067        597667        595160        595393        597622
  4.25419e-05        101000        101000        604976        602569        600059        597658        595151        595384        597613
  4.25448e-05        101000        101000        604965        602560        600050        597648        595142        595375        597605
  4.25477e-05        101000        101000        604954        602550        600042        597639        595133        595366        597596
  4.25507e-05        101000        101000        604943        602541        600034        597629        595124        595357        597587
  4.25537e-05        101000        101000        604933        602531        600026        597620        595115        595348        597578
  4.25566e-05        101000        101000        604922        602521        600018        597610        595106        595339        597570
  4.25596e-05        101000        101000        604911        602512        600010        597601        595097        595329        597561
  4.25625e-05        101000        101000        604900        602502        600002        597591        595088        595320        597552
  4.25655e-05        101000        101000        604889        602493        599994        597581        595079        595311        597543
  4.25685e-05        101000        101000        604879        602483        599986        597572        595069        595302        597535
  4.25714e-05        101000        101000        604868        602474        599978        597562        595060        595293        597526
  4.25744e-05        101000        101000        604857        602464        599970        597553        595051        595284        597517
  4.25774e-05        101000        101000        604847        602454        599962        597543        595042        595275        597508
  4.25803e-05        101000        101000        604836        602445        599954        597533        595033        595266        597499
  4.25833e-05        101000        101000        604825        602435        599946        597523        595024        595256        597490
  4.25863e-05        101000        101000        604814        602426        599938        597514        595015        595247        597482
  4.25893e-05        101000        101000        604804        602416        599930        597504        595006        595238        597473
  4.25922e-05        101000        101000        604793        602407        599922        597494        594997        595229        597464
  4.25952e-05        101000        101000        604782        602397        599914        597485        594987        595220        597455
  4.25982e-05        101000        101000        604772        602388        599906        597475        594978        595211        597446
  4.26012e-05        101000        101000        604761        602378        599898        597465        594969        595201        597437
  4.26041e-05        101000        101000        604751        602368        599890        597456        594960        595192        597429
  4.26072e-05        101000        101000        604740        602359        599881        597446        594951        595183        597420
  4.26102e-05        101000        101000        604729        602349        599873        597436        594941        595174        597411
  4.26132e-05        101000        101000        604719        602339        599865        597426        594932        595164        597402
  4.26162e-05        101000        101000        604708        602330        599857        597416        594923        595155        597393
  4.26192e-05        101000        101000        604697        602320        599849        597406        594914        595146        597384
  4.26222e-05        101000        101000        604687        602310        599841        597396        594904        595137        597375
  4.26252e-05        101000        101000        604676        602301        599833        597387        594895        595127        597366
  4.26282e-05        101000        101000        604665        602291        599825        597377        594886        595118        597357
  4.26312e-05        101000        101000        604655        602281        599817        597367        594877        595109        597348
  4.26343e-05        101000        101001        604644        602272        599809        597357        594867        595099        597339
  4.26373e-05        101000        101001        604633        602262        599801        597347        594858        595090        597330
  4.26403e-05        101000        101001        604623        602252        599793        597337        594849        595081        597321
  4.26434e-05        101000        101001        604612        602243        599785        597327        594839        595071        597312
  4.26464e-05        101000        101001        604601        602233        599777        597317        594830        595062        597302
  4.26494e-05        101000        101001        604591        602223        599769        597307        594821        595052        597293
  4.26525e-05        101000        101001        604580        602214        599761        597297        594811        595043        597284
  4.26555e-05        101000        101001        604569        602204        599753        597287        594802        595034        597275
  4.26586e-05        101000        101001        604559        602194        599745        597277        594792        595024        597266
  4.26616e-05        101000        101001        604548        602184        599737        597266        594783        595015        597257
  4.26646e-05        101000        101001        604537        602175        599729        597256        594774        595005        597248
  4.26677e-05        101000        101001        604527        602165        599721        597246        594764        594996        597239
  4.26707e-05        101000        101001        604516        602155        599713        597236        594755        594987        597230
  4.26737e-05        101000        101001        604506        602146        599705        597226        594746        594977        597220
  4.26768e-05        101000        101001        604495        602136        599697        597216        594736        594968        597211
  4.26798e-05        101000        101001        604485        602126        599689        597206        594727        594958        597202
  4.26829e-05        101000        101001        604474        602117        599681        597196        594718        594949        597193
  4.26859e-05        101000        101001        604464        602107        599673        597186        594708        594940        597184
  4.26889e-05        101000        101001        604453        602098        599665        597176        594699        594930        597175
  4.26919e-05        101000        101001        604443        602088        599657        597166        594689        594921        597166
   4.2695e-05        101000        101001        604432        602078        599649        597156        594680        594912        597157
   4.2698e-05        101000        101001        604422        602069        599641        597145        594671        594902        597148
   4.2701e-05        101000        101001        604411        602059        599633        597135        594661        594893        597138
   4.2704e-05        101000        101001        604401        602049        599625        597125        594652        594883        597129
  4.27071e-05        101000        101001        604390        602040        599617        597115        594643        594874        597120
  4.27101e-05        101000        101001        604380        602030        599609        597105        594634        594865        597111
  4.27131e-05        101000        101001        604370        602021        599601        597095        594624        594855        597102
  4.27161e-05        101000        101001        604359        602011        599593        597085        594615        594846        597093
  4.27191e-05        101000        101001        604349        602002        599585        597075        594606        594837        597084
  4.27222e-05        101000        101001        604338        601992        599577        597065        594596        594827        597075
  4.27252e-05        101000        101001        604328        601982        599570        597054        594587        594818        597066
  4.27282e-05        101000        101002        604318        601973        599562        597044        594578        594808        597056
  4.27312e-05        101000        101002        604307        601963        599554        597034        594568        594799        597047
  4.27343e-05        101000        101002        604297        601954        599546        597024        594559        594790        597038
  4.27373e-05        101000        101002        604287        601944        599538        597014        594550        594780        597029
  4.27403e-05        101000        101002        604276        601934        599530        597004        594540        594771        597020
  4.27433e-05        101000        101002        604266        601925        599522        596993        594531        594761        597011
  4.27464e-05        101000        101002        604255        601915        599514        596983        594521        594752        597001
  4.27494e-05        101000        101002        604245        601906        599506        596973        594512        594743        596992
  4.27525e-05        101000        101002        604235        601896        599498        596963        594502        594733        596983
  4.27556e-05        101000        101002        604224        601886        599490        596952        594493        594724        596974
  4.27587e-05        101000        101002        604214        601876        599482        596942        594483        594714        596964
  4.27617e-05        101000        101002        604203        601867        599474        596931        594474        594704        596955
  4.27648e-05        101000        101002        604193        601857        599466        596921        594464        594695        596945
   4.2768e-05        101000        101002        604182        601847        599458        596910        594455        594685        596936
  4.27711e-05        101000        101002        604171        601837        599450        596900        594445        594675        596926
  4.27742e-05        101000        101003        604161        601827        599442        596889        594435        594666        596917
  4.27774e-05        101000        101003        604150        601817        599433        596878        594425        594656        596907
  4.27805e-05        101000        101003        604140        601807        599425        596868        594416        594646        596898
  4.27836e-05        101000        101003        604129        601797        599417        596857        594406        594636        596888
  4.27867e-05        101000        101003        604118        601788        599409        596847        594396        594627        596879
  4.27899e-05        101000        101003        604108        601778        599401        596836        594387        594617        596869
   4.2793e-05        101000        101003        604097        601768        599393        596825        594377        594607        596860
  4.27961e-05        101000        101003        604087        601758        599385        596815        594367        594597        596850
  4.27992e-05        101000        101003        604076        601748        599377        596804        594358        594588        596841
  4.28023e-05        101000        101003        604066        601738        599368        596793        594348        594578        596831
  4.28055e-05        101000        101004        604055        601728        599360        596783        594338        594568        596822
  4.28086e-05        101000        101004        604045        601719        599352        596772        594329        594559        596812
  4.28117e-05        101000        101004        604034        601709        599344        596762        594319        594549        596803
  4.28148e-05        101000        101004        604024        601699        599336        596751        594309        594539        596793
  4.28179e-05        101000        101004        604014        601689        599328        596740        594300        594530        596784
   4.2821e-05        101000        101004        604003        601679        599320        596730        594290        594520        596774
  4.28241e-05        101000        101004        603993        601670        599312        596719        594281        594510        596765
  4.28271e-05        101000        101005        603982        601660        599304        596709        594271        594501        596755
  4.28302e-05        101000        101005        603972        601650        599296        596698        594261        594491        596746
  4.28333e-05        101000        101005        603962        601640        599288        596688        594252        594481        596736
  4.28364e-05        101000        101005        603951        601631        599280        596677        594242        594472        596727
  4.28395e-05        101000        101005        603941        601621        599272        596666        594233        594462        596717
  4.28425e-05        101000        101005        603931        601611        599264        596656        594223        594453        596708
  4.28456e-05        101000        101006        603921        601602        599256        596645        594214        594443        596699
  4.28486e-05        101000        101006        603910        601592        599248        596635        594204        594433        596689
  4.28517e-05        101000        101006        603900        601582        599240        596624        594195        594424        596680
  4.28547e-05        101000        101006        603890        601573        599232        596614        594185        594414        596670
  4.28578e-05        101000        101006        603880        601563        599224        596603        594176        594405        596661
  4.28608e-05        101000        101007        603870        601554        599215        596593        594166        594395        596652
  4.28639e-05        101000        101007        603859        601544        599207        596582        594157        594386        596642
   4.2867e-05        101000        101007        603849        601534        599199        596572        594147        594376        596633
    4.287e-05        101000        101007        603839        601525        599191        596561        594138        594366        596623
  4.28731e-05        101000        101008        603829        601515        599183        596551        594128        594357        596614
